time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2017-05-02T21:25:29.230Z,33.2946667,-116.2046667,9.35,0.94,ml,29,60,0.1098,0.23,ci,ci37638423,2017-05-02T21:36:20.721Z,"16km ENE of Borrego Springs, California",earthquake,0.29,0.86,0.114,20,reviewed,ci,ci
2017-05-02T21:24:17.699Z,51.4899,-178.5063,6.5,1.8,ml,,,,0.52,ak,ak15878872,2017-05-03T01:52:03.885Z,"48km ENE of Amatignak Island, Alaska",earthquake,,3,,,reviewed,ak,ak
2017-05-02T21:16:54.070Z,49.4771667,-120.5456667,-1.5,2.27,ml,11,273,0.9705,0.26,uw,uw61277616,2017-05-02T21:58:39.060Z,"3km NW of Princeton, Canada",explosion,3.42,31.61,0.168,9,reviewed,uw,uw
2017-05-02T21:12:55.100Z,39.253,-120.1735,0,2.9,mh,0,355,1.871,4.07,nc,nc72796075,2017-05-03T14:29:51.236Z,"8km S of Truckee, California",sonic boom,98.99,77.55,,0,reviewed,nc,nc
2017-05-02T21:12:11.540Z,35.8557,60.5732,10,5.1,mb,,53,2.005,0.79,us,us10008nl9,2017-05-03T07:31:57.948Z,"68km N of Torbat-e Jam, Iran",earthquake,6.6,1.9,0.05,133,reviewed,us,us
2017-05-02T21:11:54.423Z,59.7335,-136.7323,0,2,ml,,,,0.71,ak,ak15877930,2017-05-02T21:16:33.741Z,"85km WNW of Skagway, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-05-02T21:11:39.520Z,37.5796667,-118.8201667,5.56,0.39,md,8,318,0.01255,0.02,nc,nc72796070,2017-05-03T00:12:02.184Z,"15km ESE of Mammoth Lakes, California",earthquake,0.54,0.76,0.352,5,reviewed,nc,nc
2017-05-02T21:08:52.077Z,59.7634,-136.6688,0,1.6,ml,,,,0.81,ak,ak15877929,2017-05-02T21:13:11.626Z,"83km WNW of Skagway, Alaska",earthquake,,0.4,,,automatic,ak,ak
2017-05-02T20:56:49.320Z,59.9408,-136.8483,0.1,2.1,ml,,,,0.53,ak,ak15877924,2017-05-02T21:01:25.867Z,"97km SSE of Haines Junction, Canada",earthquake,,0.4,,,automatic,ak,ak
2017-05-02T20:55:08.380Z,38.8261681,-122.7965012,2.43,0.55,md,11,80,0.01096,0.03,nc,nc72796060,2017-05-02T22:03:05.234Z,"6km W of Cobb, California",earthquake,0.41,0.69,0.25,3,automatic,nc,nc
2017-05-02T20:54:37.600Z,38.8256683,-122.7998352,2.44,1.18,md,16,75,0.008314,0.02,nc,nc72796055,2017-05-02T21:38:03.180Z,"6km W of Cobb, California",earthquake,0.27,0.54,0.18,4,automatic,nc,nc
2017-05-02T20:53:40.120Z,38.8266667,-122.7976667,2.58,2.3,md,69,41,0.01023,0.04,nc,nc72796050,2017-05-03T04:35:02.970Z,"6km W of Cobb, California",earthquake,0.12,0.18,0.182,41,reviewed,nc,nc
2017-05-02T20:49:47.960Z,59.7926,-136.7892,4.08,2.9,ml,,88,0.507,0.83,us,us10008nky,2017-05-03T17:07:31.040Z,"91km WNW of Skagway, Alaska",earthquake,2.4,7.6,0.049,54,reviewed,us,us
2017-05-02T20:41:58.600Z,34.1733333,-117.5575,9.26,0.87,ml,26,101,0.05241,0.08,ci,ci37638407,2017-05-02T21:30:32.691Z,"8km NNE of Rancho Cucamonga, California",earthquake,0.16,0.28,0.135,13,reviewed,ci,ci
2017-05-02T20:39:26.891Z,59.7993,-136.7334,0,2.4,ml,,,,0.71,ak,ak15877919,2017-05-02T20:44:06.500Z,"88km WNW of Skagway, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-05-02T20:21:14.506Z,36.0797,-116.6809,9.2,0,ml,4,192.37,0.107,0.0497,nn,nn00587776,2017-05-02T21:31:45.684Z,"64km WSW of Pahrump, Nevada",earthquake,,4.6,0.07,3,reviewed,nn,nn
2017-05-02T20:14:33.770Z,33.8761667,-117.5083333,-0.52,0.89,ml,24,84,0.0788,0.14,ci,ci37638391,2017-05-03T00:35:55.360Z,"1km E of Home Gardens, California",quarry blast,0.3,31.61,0.099,5,reviewed,ci,ci
2017-05-02T20:08:47.860Z,38.8300018,-122.8619995,0.33,0.32,md,6,168,0.004696,0,nc,nc72796045,2017-05-02T20:38:02.038Z,"10km WNW of The Geysers, California",earthquake,0.48,1.36,0.31,2,automatic,nc,nc
2017-05-02T20:07:27.388Z,66.014,-147.8382,4.6,1.6,ml,,,,0.81,ak,ak15876977,2017-05-02T20:21:05.363Z,"129km N of College, Alaska",earthquake,,0.2,,,automatic,ak,ak
2017-05-02T20:02:47.220Z,-9.5023,111.8733,17.06,4.6,mb,,72,2.068,0.83,us,us10008nkc,2017-05-03T16:56:20.040Z,"135km SSW of Tambakrejo, Indonesia",earthquake,5.2,4.8,0.067,69,reviewed,us,us
2017-05-02T19:52:59.490Z,59.7846,-136.5881,5.84,2.6,ml,,90,0.603,0.55,us,us10008ngx,2017-05-03T16:43:32.040Z,"80km WNW of Skagway, Alaska",earthquake,2.1,7.8,0.058,39,reviewed,us,us
2017-05-02T19:50:42.679Z,59.7783,-136.7298,1.1,1.8,ml,,,,0.97,ak,ak15876953,2017-05-02T19:54:24.380Z,"87km WNW of Skagway, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-05-02T19:40:05.717Z,59.8902,-136.7248,0,2.3,ml,,,,0.86,ak,ak15876951,2017-05-02T19:44:41.141Z,"92km WNW of Skagway, Alaska",earthquake,,0.2,,,automatic,ak,ak
2017-05-02T19:32:41.438Z,59.7702,-136.6757,0,1.8,ml,,,,0.93,ak,ak15876950,2017-05-02T19:39:49.240Z,"84km WNW of Skagway, Alaska",earthquake,,0.5,,,automatic,ak,ak
2017-05-02T19:30:06.360Z,32.7708333,-116.8876667,-0.36,1.22,ml,22,76,0.05798,0.23,ci,ci37638351,2017-05-02T21:14:12.815Z,"3km SSE of Granite Hills, California",quarry blast,0.41,31.61,0.26,11,reviewed,ci,ci
2017-05-02T19:28:10.820Z,47.0428333,-120.4233333,-0.49,1.62,ml,11,163,0.2992,0.31,uw,uw61277601,2017-05-02T21:27:10.690Z,"6km N of Kittitas, Washington",explosion,1.04,31.61,0.007,4,reviewed,uw,uw
2017-05-02T19:27:52.520Z,59.7591,-136.6778,5.71,2.9,ml,,92,0.553,0.63,us,us10008naa,2017-05-03T16:35:52.040Z,"83km WNW of Skagway, Alaska",earthquake,3.9,2.3,0.052,49,reviewed,us,us
2017-05-02T19:27:02.005Z,59.8011,-136.8264,0,2.5,ml,,,,0.74,ak,ak15876940,2017-05-02T19:39:48.956Z,"93km WNW of Skagway, Alaska",earthquake,,0.4,,,automatic,ak,ak
2017-05-02T19:26:44.296Z,59.7789,-136.6469,7.6,2.2,ml,,,,0.96,ak,ak15876941,2017-05-02T19:36:07.352Z,"83km WNW of Skagway, Alaska",earthquake,,0.4,,,automatic,ak,ak
2017-05-02T19:11:04.847Z,36.0814,-116.6839,9,0.1,ml,4,191.18,0.105,0.0609,nn,nn00587775,2017-05-02T21:31:44.689Z,"64km WSW of Pahrump, Nevada",earthquake,,5.2,0.4,4,reviewed,nn,nn
2017-05-02T19:09:13.040Z,45.8981667,-111.2795,3.75,1.76,ml,16,101,0.256,0.26,mb,mb80207609,2017-05-02T19:34:54.750Z,"6km NE of Manhattan, Montana",earthquake,0.51,7.12,0.128,3,reviewed,mb,mb
2017-05-02T19:08:01.537Z,65.9253,-151.0954,6.7,0.5,ml,,,,0.69,ak,ak15876938,2017-05-03T01:40:52.864Z,"95km NNE of Tanana, Alaska",earthquake,,0.9,,,reviewed,ak,ak
2017-05-02T19:06:57.830Z,34.9845,-118.1893333,-0.86,1.2,ml,10,127,0.1103,0.15,ci,ci37638335,2017-05-02T21:06:53.772Z,"7km S of Mojave, California",quarry blast,0.51,31.61,0.089,8,reviewed,ci,ci
2017-05-02T18:56:20.870Z,34.3221667,-116.935,-1.74,1.17,ml,12,95,0.06087,0.17,ci,ci37638311,2017-05-02T20:59:04.696Z,"8km NNW of Big Bear Lake, California",quarry blast,0.59,31.61,0.112,16,reviewed,ci,ci
2017-05-02T18:55:45.000Z,47.1808333,-122.2023333,16.04,1.13,ml,11,97,0.09153,0.09,uw,uw61277586,2017-05-02T21:08:32.210Z,"1km WNW of Bonney Lake, Washington",earthquake,0.55,0.86,0.21,9,reviewed,uw,uw
2017-05-02T18:53:17.100Z,59.7761,-136.7066,0,1.7,ml,,,,0.75,ak,ak15876921,2017-05-02T19:00:11.745Z,"86km WNW of Skagway, Alaska",earthquake,,0.4,,,automatic,ak,ak
2017-05-02T18:48:01.060Z,36.6917,-97.6705,1.87,2.5,mb_lg,,50,0.22,0.24,us,us10008n5i,2017-05-03T16:18:56.136Z,"13km SSE of Medford, Oklahoma",earthquake,1,0.2,0.117,19,reviewed,us,us
2017-05-02T18:47:50.890Z,33.453,-116.5481667,11.31,0.89,ml,29,84,0.0614,0.11,ci,ci37638303,2017-05-02T20:54:02.960Z,"16km SE of Anza, California",earthquake,0.18,0.35,0.191,24,reviewed,ci,ci
