country,latitude,longitude,year,KILL,POLPRIS,TORT,ASSN,FORMOV,DOMMOV,SPEECH,ELECSD,RELFRE,WORKER
Mauritania,21.00789,-10.940835,1984,2,1,1,0,2,1,0,1,1,0
Mauritania,21.00789,-10.940835,1985,2,2,1,0,2,1,0,0,1,1
Mauritania,21.00789,-10.940835,1986,2,1,1,0,2,2,0,0,0,1
Mauritania,21.00789,-10.940835,1987,2,0,0,0,2,2,0,1,0,1
Mauritania,21.00789,-10.940835,1988,2,0,1,0,2,2,1,0,0,1
Mauritania,21.00789,-10.940835,1989,1,0,1,0,1,2,0,0,0,1
Mauritania,21.00789,-10.940835,1990,0,0,0,0,1,2,0,1,0,0
Mauritania,21.00789,-10.940835,1991,0,0,0,0,1,1,1,0,0,1
Mauritania,21.00789,-10.940835,1992,1,1,0,1,1,1,1,0,0,1
Mauritania,21.00789,-10.940835,1993,1,1,0,1,2,1,1,0,0,1
Mauritania,21.00789,-10.940835,1994,1,1,1,1,1,2,0,0,0,1
Mauritania,21.00789,-10.940835,1995,1,1,1,1,2,1,0,1,0,1
Mauritania,21.00789,-10.940835,1996,2,2,1,1,2,2,1,1,0,0
Mauritania,21.00789,-10.940835,1997,1,1,1,1,2,2,1,1,1,1
Mauritania,21.00789,-10.940835,1998,1,1,2,1,2,1,0,0,1,1
Mauritania,21.00789,-10.940835,1999,1,1,1,2,2,1,1,1,0,0
Mauritania,21.00789,-10.940835,2000,2,1,1,1,2,1,0,0,1,1
Mauritania,21.00789,-10.940835,2001,2,1,1,1,2,1,0,1,1,0
Mauritania,21.00789,-10.940835,2002,2,1,1,1,2,1,1,1,1,1
Mauritania,21.00789,-10.940835,2003,1,0,1,1,2,1,1,1,0,1
Mauritania,21.00789,-10.940835,2004,2,1,1,1,2,1,1,1,1,1
Mauritania,21.00789,-10.940835,2005,1,0,0,1,2,1,1,0,0,1
Mauritania,21.00789,-10.940835,2006,2,1,1,1,2,1,1,0,1,1
Mauritania,21.00789,-10.940835,2007,1,1,0,2,0,1,2,2,0,1
Mauritania,21.00789,-10.940835,2008,2,1,0,0,0,1,1,0,0,1
Mauritania,21.00789,-10.940835,2009,2,1,0,0,0,1,1,2,0,1
Mauritania,21.00789,-10.940835,2010,2,1,0,1,0,1,1,2,0,1
Mauritania,21.00789,-10.940835,2011,1,0,0,1,0,2,0,1,0,1
Mauritius,-20.348404,57.552152,1981,2,2,2,2,2,2,2,2,2,2
Mauritius,-20.348404,57.552152,1982,2,2,2,2,2,2,2,2,2,2
Mauritius,-20.348404,57.552152,1983,2,2,2,2,2,2,2,2,2,2
Mauritius,-20.348404,57.552152,1984,2,2,2,2,2,2,2,2,2,2
Mauritius,-20.348404,57.552152,1985,2,2,2,2,2,2,2,2,2,2
Mauritius,-20.348404,57.552152,1986,2,2,2,2,2,2,2,2,2,2
Mauritius,-20.348404,57.552152,1987,2,2,2,2,2,2,2,2,2,2
Mauritius,-20.348404,57.552152,1988,2,2,2,2,2,2,2,2,2,2
Mauritius,-20.348404,57.552152,1989,2,1,2,2,2,2,2,2,2,2
Mauritius,-20.348404,57.552152,1990,2,1,2,2,2,2,1,2,2,2
Mauritius,-20.348404,57.552152,1991,2,2,1,2,1,2,2,2,2,2
Mauritius,-20.348404,57.552152,1992,2,2,2,2,1,2,2,2,2,2
Mauritius,-20.348404,57.552152,1993,1,2,1,2,1,2,1,2,2,2
Mauritius,-20.348404,57.552152,1994,2,2,0,2,1,2,2,2,2,1
Mauritius,-20.348404,57.552152,1995,2,2,1,2,2,2,1,2,2,1
Mauritius,-20.348404,57.552152,1996,2,2,1,1,2,2,1,1,2,1
Mauritius,-20.348404,57.552152,1997,2,2,1,2,2,2,2,2,2,2
Mauritius,-20.348404,57.552152,1998,2,2,1,2,2,2,2,2,2,2
Mauritius,-20.348404,57.552152,1999,1,1,1,1,2,2,2,2,2,2
Mauritius,-20.348404,57.552152,2000,1,2,1,2,2,2,2,2,2,2
Mauritius,-20.348404,57.552152,2001,1,2,1,2,2,2,1,2,2,2
Mauritius,-20.348404,57.552152,2002,1,2,1,2,2,2,2,2,2,1
Mauritius,-20.348404,57.552152,2003,2,2,1,2,2,2,2,2,2,1
Mauritius,-20.348404,57.552152,2004,2,2,1,2,2,2,2,2,2,1
Mauritius,-20.348404,57.552152,2005,2,2,1,2,2,2,2,2,2,1
Mauritius,-20.348404,57.552152,2006,1,2,0,2,2,2,2,2,2,1
Mauritius,-20.348404,57.552152,2007,2,2,0,2,2,2,2,2,2,1
Mauritius,-20.348404,57.552152,2008,2,2,0,2,2,2,1,2,2,1
Mauritius,-20.348404,57.552152,2009,2,1,1,2,2,2,1,2,2,1
Mauritius,-20.348404,57.552152,2010,2,1,1,2,2,2,1,2,2,1
Mauritius,-20.348404,57.552152,2011,2,2,1,2,2,2,0,2,2,1
Mexico,23.634501,-102.552784,1981,0,0,1,2,2,2,1,1,1,1
Mexico,23.634501,-102.552784,1982,1,1,1,2,2,2,2,2,1,2
Mexico,23.634501,-102.552784,1983,1,0,1,2,2,2,1,1,1,2
Mexico,23.634501,-102.552784,1984,0,0,0,2,2,2,1,1,1,1
Mexico,23.634501,-102.552784,1985,0,0,0,2,2,2,2,1,1,2
Mexico,23.634501,-102.552784,1986,1,1,0,2,2,2,2,2,1,2
Mexico,23.634501,-102.552784,1987,0,0,0,2,2,2,2,1,1,2
Mexico,23.634501,-102.552784,1988,0,1,1,2,2,2,2,1,1,2
Mexico,23.634501,-102.552784,1989,1,0,0,2,2,2,2,2,1,2
Mexico,23.634501,-102.552784,1990,0,0,0,2,2,2,1,1,1,1
Mexico,23.634501,-102.552784,1991,1,0,0,2,2,2,1,1,1,2
Mexico,23.634501,-102.552784,1992,1,0,0,2,2,2,1,1,1,1
Mexico,23.634501,-102.552784,1993,0,1,0,2,2,2,1,1,1,1
Mexico,23.634501,-102.552784,1994,0,0,0,2,2,2,1,1,1,0
Mexico,23.634501,-102.552784,1995,0,1,0,2,2,2,2,2,0,0
Mexico,23.634501,-102.552784,1996,0,1,0,2,2,2,2,2,1,0
Mexico,23.634501,-102.552784,1997,0,1,0,2,2,2,2,2,0,1
Mexico,23.634501,-102.552784,1998,1,1,0,2,2,2,2,2,1,1
Mexico,23.634501,-102.552784,1999,1,1,0,2,2,2,2,2,1,1
Mexico,23.634501,-102.552784,2000,0,1,0,2,2,2,1,2,1,1
Mexico,23.634501,-102.552784,2001,0,1,0,2,2,2,2,2,1,1
Mexico,23.634501,-102.552784,2002,0,1,0,2,2,2,2,2,0,1
Mexico,23.634501,-102.552784,2003,1,1,0,2,2,2,1,1,0,1
Mexico,23.634501,-102.552784,2004,1,1,0,2,2,2,1,2,0,1
Mexico,23.634501,-102.552784,2005,1,1,0,2,2,2,1,1,0,1
Mexico,23.634501,-102.552784,2006,0,0,0,2,2,2,1,1,1,1
Mexico,23.634501,-102.552784,2007,1,0,0,1,2,2,2,1,1,1
Mexico,23.634501,-102.552784,2008,0,1,0,0,2,2,1,1,1,1
Mexico,23.634501,-102.552784,2009,1,1,0,1,2,2,1,1,1,1
Mexico,23.634501,-102.552784,2010,1,1,0,2,2,2,1,1,0,0
Mexico,23.634501,-102.552784,2011,1,1,0,2,2,2,1,1,1,1
"Micronesia, Federated States of",7.425554,150.550812,1981,,,,,,,,,,
"Micronesia, Federated States of",7.425554,150.550812,1982,,,,,,,,,,
"Micronesia, Federated States of",7.425554,150.550812,1983,,,,,,,,,,
"Micronesia, Federated States of",7.425554,150.550812,1984,,,,,,,,,,
"Micronesia, Federated States of",7.425554,150.550812,1985,,,,,,,,,,
"Micronesia, Federated States of",7.425554,150.550812,1986,,,,,2,2,,,,
"Micronesia, Federated States of",7.425554,150.550812,1987,,,,,2,2,,,2,
"Micronesia, Federated States of",7.425554,150.550812,1988,,,,,2,2,,,2,
"Micronesia, Federated States of",7.425554,150.550812,1989,,,,,2,2,,,2,
"Micronesia, Federated States of",7.425554,150.550812,1990,,,,,2,2,,,2,
"Micronesia, Federated States of",7.425554,150.550812,1991,,,,,2,2,,,2,
"Micronesia, Federated States of",7.425554,150.550812,1992,,,,,2,2,,,2,
"Micronesia, Federated States of",7.425554,150.550812,1993,,,,,2,2,,,2,
"Micronesia, Federated States of",7.425554,150.550812,1994,,,,,2,2,,,2,
"Micronesia, Federated States of",7.425554,150.550812,1995,,,,,2,2,,,2,
"Micronesia, Federated States of",7.425554,150.550812,1996,,,,,2,2,,,2,
"Micronesia, Federated States of",7.425554,150.550812,1997,,,,,2,2,,,2,
"Micronesia, Federated States of",7.425554,150.550812,1998,,,,,2,2,,,2,
"Micronesia, Federated States of",7.425554,150.550812,1999,,,,,2,2,,,2,
"Micronesia, Federated States of",7.425554,150.550812,2000,,,,,2,2,,,2,
"Micronesia, Federated States of",7.425554,150.550812,2001,2,2,2,2,2,2,2,2,2,1
"Micronesia, Federated States of",7.425554,150.550812,2002,,,,,2,2,,,2,
"Micronesia, Federated States of",7.425554,150.550812,2003,2,2,1,2,2,2,1,2,2,0
"Micronesia, Federated States of",7.425554,150.550812,2004,2,2,1,2,2,2,2,2,2,0
"Micronesia, Federated States of",7.425554,150.550812,2005,2,2,1,2,2,2,2,2,2,0
"Micronesia, Federated States of",7.425554,150.550812,2006,2,2,1,2,2,2,2,1,2,0
"Micronesia, Federated States of",7.425554,150.550812,2007,2,2,1,2,2,2,2,1,2,1
"Micronesia, Federated States of",7.425554,150.550812,2008,2,2,1,2,2,2,2,1,2,1
"Micronesia, Federated States of",7.425554,150.550812,2009,2,2,1,2,2,2,2,1,2,0
"Micronesia, Federated States of",7.425554,150.550812,2010,2,2,2,2,2,2,2,1,2,1
"Micronesia, Federated States of",7.425554,150.550812,2011,2,2,1,2,2,2,2,1,2,0
Moldova,47.411631,28.369885,1981,,,,,,,,,,
Moldova,47.411631,28.369885,1982,,,,,,,,,,
Moldova,47.411631,28.369885,1983,,,,,,,,,,
Moldova,47.411631,28.369885,1984,,,,,,,,,,
Moldova,47.411631,28.369885,1985,,,,,,,,,,
Moldova,47.411631,28.369885,1986,,,,,,,,,,
Moldova,47.411631,28.369885,1987,,,,,,,,,,
Moldova,47.411631,28.369885,1988,,,,,,,,,,
Moldova,47.411631,28.369885,1989,,,,,,,,,,
Moldova,47.411631,28.369885,1990,,,,,,,,,,
Moldova,47.411631,28.369885,1991,,,,,,,,,,
Moldova,47.411631,28.369885,1992,1,1,1,2,2,2,1,2,1,1
Moldova,47.411631,28.369885,1993,2,1,1,2,1,2,1,1,0,1
Moldova,47.411631,28.369885,1994,1,1,1,2,1,2,1,1,1,1
Moldova,47.411631,28.369885,1995,2,1,1,2,1,2,2,1,0,2
Moldova,47.411631,28.369885,1996,2,2,1,2,1,2,1,1,1,2
Moldova,47.411631,28.369885,1997,2,1,1,2,1,2,1,1,1,2
Moldova,47.411631,28.369885,1998,2,1,2,2,1,2,1,2,1,2
Moldova,47.411631,28.369885,1999,2,1,1,2,1,2,1,1,1,2
Moldova,47.411631,28.369885,2000,2,1,0,2,1,2,2,2,0,2
Moldova,47.411631,28.369885,2001,2,1,1,1,1,2,1,1,0,2
Moldova,47.411631,28.369885,2002,2,1,1,1,1,2,1,1,1,2
Moldova,47.411631,28.369885,2003,2,1,0,1,1,2,1,1,0,1
Moldova,47.411631,28.369885,2004,2,1,0,2,1,2,1,1,1,1
Moldova,47.411631,28.369885,2005,2,1,0,1,1,2,1,1,0,1
Moldova,47.411631,28.369885,2006,2,1,0,1,1,2,1,1,1,1
Moldova,47.411631,28.369885,2007,2,2,0,1,2,1,1,1,1,0
Moldova,47.411631,28.369885,2008,2,1,0,0,2,1,1,0,1,0
Moldova,47.411631,28.369885,2009,2,1,0,0,2,1,0,0,1,0
Moldova,47.411631,28.369885,2010,2,1,0,0,2,1,1,1,1,0
Moldova,47.411631,28.369885,2011,2,1,0,0,2,1,1,1,1,1
Monaco,43.750298,7.412841,1981,,,,,-999,-999,,,,
Monaco,43.750298,7.412841,1982,,,,,-999,-999,,,,
Monaco,43.750298,7.412841,1983,,,,,-999,-999,,,,
Monaco,43.750298,7.412841,1984,,,,,-999,-999,,,,
Monaco,43.750298,7.412841,1985,,,,,-999,-999,,,,
Monaco,43.750298,7.412841,1986,,,,,-999,-999,,,,
Monaco,43.750298,7.412841,1987,,,,,-999,-999,,,,
Monaco,43.750298,7.412841,1988,,,,,-999,-999,,,,
Monaco,43.750298,7.412841,1989,,,,,-999,-999,,,,
Monaco,43.750298,7.412841,1990,,,,,-999,-999,,,,
Monaco,43.750298,7.412841,1991,,,,,-999,-999,,,,
Monaco,43.750298,7.412841,1992,,,,,-999,-999,,,,
Monaco,43.750298,7.412841,1993,,,,,1,2,,,2,
Monaco,43.750298,7.412841,1994,,,,,2,2,,,2,
Monaco,43.750298,7.412841,1995,,,,,2,2,,,2,
Monaco,43.750298,7.412841,1996,,,,,2,2,,,2,
Monaco,43.750298,7.412841,1997,,,,,2,2,,,2,
Monaco,43.750298,7.412841,1998,,,,,2,2,,,2,
Monaco,43.750298,7.412841,1999,,,,,2,2,,,2,
Monaco,43.750298,7.412841,2000,,,,,2,2,,,2,
Monaco,43.750298,7.412841,2001,2,2,2,2,2,2,2,1,2,2
Monaco,43.750298,7.412841,2002,,,,,2,2,,,2,
Monaco,43.750298,7.412841,2003,2,2,2,2,2,2,1,1,2,2
Monaco,43.750298,7.412841,2004,2,2,2,2,2,2,1,2,2,2
Monaco,43.750298,7.412841,2005,2,2,2,2,2,2,1,0,2,1
Monaco,43.750298,7.412841,2006,2,2,2,2,2,2,1,0,2,2
Monaco,43.750298,7.412841,2007,2,2,2,2,2,2,1,0,2,1
Monaco,43.750298,7.412841,2008,2,2,2,2,2,2,1,0,2,2
Monaco,43.750298,7.412841,2009,2,2,2,2,2,2,1,0,2,1
Monaco,43.750298,7.412841,2010,2,2,2,2,2,2,2,0,2,1
Monaco,43.750298,7.412841,2011,2,2,2,2,2,2,1,0,2,1
Mongolia,46.862496,103.846656,1981,-999,2,-999,0,0,0,0,0,0,1
Mongolia,46.862496,103.846656,1982,-999,-999,-999,0,0,0,0,0,0,1
Mongolia,46.862496,103.846656,1983,-999,2,-999,0,0,0,0,0,1,1
Mongolia,46.862496,103.846656,1984,-999,2,-999,0,0,0,0,0,0,1
Mongolia,46.862496,103.846656,1985,-999,-999,-999,0,1,0,0,0,0,1
Mongolia,46.862496,103.846656,1986,-999,-999,-999,0,0,0,0,0,0,1
Mongolia,46.862496,103.846656,1987,-999,2,-999,0,0,0,0,0,0,1
Mongolia,46.862496,103.846656,1988,-999,-999,-999,0,0,0,0,0,0,1
Mongolia,46.862496,103.846656,1989,2,-999,-999,0,0,0,0,0,1,1
Mongolia,46.862496,103.846656,1990,2,2,2,2,2,2,1,1,2,2
Mongolia,46.862496,103.846656,1991,2,2,2,2,2,2,1,2,2,2
Mongolia,46.862496,103.846656,1992,2,2,2,2,1,2,2,2,2,2
Mongolia,46.862496,103.846656,1993,2,2,1,2,2,2,1,2,2,2
Mongolia,46.862496,103.846656,1994,2,2,1,2,2,2,2,1,1,2
Mongolia,46.862496,103.846656,1995,1,2,1,2,2,2,2,2,2,2
Mongolia,46.862496,103.846656,1996,2,2,1,2,2,2,2,2,2,2
Mongolia,46.862496,103.846656,1997,2,2,1,2,2,2,2,2,2,2
Mongolia,46.862496,103.846656,1998,1,2,1,2,2,2,2,2,0,2
Mongolia,46.862496,103.846656,1999,2,2,1,2,2,2,2,2,1,2
Mongolia,46.862496,103.846656,2000,1,2,1,2,2,1,2,2,1,2
Mongolia,46.862496,103.846656,2001,2,2,1,2,2,1,2,2,1,2
Mongolia,46.862496,103.846656,2002,2,2,1,2,2,1,2,2,1,2
Mongolia,46.862496,103.846656,2003,2,2,0,2,2,2,1,2,0,1
Mongolia,46.862496,103.846656,2004,2,1,0,2,2,2,1,1,1,1
Mongolia,46.862496,103.846656,2005,2,2,0,2,2,2,1,1,0,1
Mongolia,46.862496,103.846656,2006,1,1,0,2,2,2,1,2,1,1
Mongolia,46.862496,103.846656,2007,1,1,0,2,2,2,1,2,1,1
Mongolia,46.862496,103.846656,2008,1,1,0,2,2,2,0,1,1,1
Mongolia,46.862496,103.846656,2009,2,2,0,2,2,2,1,1,1,1
Mongolia,46.862496,103.846656,2010,2,2,0,2,2,2,1,2,1,1
Mongolia,46.862496,103.846656,2011,2,2,0,2,2,2,1,2,1,1
Montenegro,42.708678,19.37439,1981,,,,,,,,,,
Montenegro,42.708678,19.37439,1982,,,,,,,,,,
Montenegro,42.708678,19.37439,1983,,,,,,,,,,
Montenegro,42.708678,19.37439,1984,,,,,,,,,,
Montenegro,42.708678,19.37439,1985,,,,,,,,,,
Montenegro,42.708678,19.37439,1986,,,,,,,,,,
Montenegro,42.708678,19.37439,1987,,,,,,,,,,
Montenegro,42.708678,19.37439,1988,,,,,,,,,,
Montenegro,42.708678,19.37439,1989,,,,,,,,,,
Montenegro,42.708678,19.37439,1990,,,,,,,,,,
Montenegro,42.708678,19.37439,1991,,,,,,,,,,
Montenegro,42.708678,19.37439,1992,,,,,,,,,,
Montenegro,42.708678,19.37439,1993,,,,,,,,,,
Montenegro,42.708678,19.37439,1994,,,,,,,,,,
Montenegro,42.708678,19.37439,1995,,,,,,,,,,
Montenegro,42.708678,19.37439,1996,,,,,,,,,,
Montenegro,42.708678,19.37439,1997,,,,,,,,,,
Montenegro,42.708678,19.37439,1998,,,,,,,,,,
Montenegro,42.708678,19.37439,1999,,,,,,,,,,
Montenegro,42.708678,19.37439,2000,,,,,,,,,,
Montenegro,42.708678,19.37439,2001,,,,,,,,,,
Montenegro,42.708678,19.37439,2002,,,,,,,,,,
Montenegro,42.708678,19.37439,2003,,,,,,,,,,
Montenegro,42.708678,19.37439,2004,,,,,,,,,,
Montenegro,42.708678,19.37439,2005,,,,,,,,,,
Montenegro,42.708678,19.37439,2006,2,2,0,2,2,2,1,2,2,1
Montenegro,42.708678,19.37439,2007,2,2,0,2,2,2,1,2,2,2
Montenegro,42.708678,19.37439,2008,2,2,1,2,2,2,1,1,2,1
Montenegro,42.708678,19.37439,2009,2,2,1,1,2,2,1,1,2,1
Montenegro,42.708678,19.37439,2010,2,2,1,2,2,2,1,1,2,1
Montenegro,42.708678,19.37439,2011,2,2,1,1,2,2,1,1,2,1
Morocco,31.791702,-7.09262,1981,2,0,1,2,1,2,1,1,1,0
Morocco,31.791702,-7.09262,1982,2,1,1,1,1,2,1,0,1,0
Morocco,31.791702,-7.09262,1983,2,1,1,2,1,2,1,0,1,0
Morocco,31.791702,-7.09262,1984,2,0,0,2,0,2,1,1,0,0
Morocco,31.791702,-7.09262,1985,2,0,1,1,0,2,1,1,0,0
Morocco,31.791702,-7.09262,1986,1,0,0,1,0,2,0,1,1,1
Morocco,31.791702,-7.09262,1987,2,1,0,1,0,2,1,1,0,0
Morocco,31.791702,-7.09262,1988,2,0,1,1,0,2,1,0,0,0
Morocco,31.791702,-7.09262,1989,2,1,0,1,0,2,0,0,0,2
Morocco,31.791702,-7.09262,1990,0,0,0,1,0,2,1,1,0,0
Morocco,31.791702,-7.09262,1991,1,0,1,0,0,2,1,0,0,2
Morocco,31.791702,-7.09262,1992,2,0,0,0,0,1,1,0,0,0
Morocco,31.791702,-7.09262,1993,1,0,0,0,0,0,1,0,0,0
Morocco,31.791702,-7.09262,1994,2,0,0,0,0,0,1,0,0,0
Morocco,31.791702,-7.09262,1995,2,0,0,0,1,0,1,0,0,0
Morocco,31.791702,-7.09262,1996,1,0,0,1,1,1,0,1,0,0
Morocco,31.791702,-7.09262,1997,1,0,1,0,1,1,0,0,0,1
Morocco,31.791702,-7.09262,1998,2,1,1,0,1,1,1,0,0,1
Morocco,31.791702,-7.09262,1999,2,0,0,1,1,1,1,1,0,0
Morocco,31.791702,-7.09262,2000,1,0,1,0,1,1,1,0,0,0
Morocco,31.791702,-7.09262,2001,2,0,1,0,1,2,1,1,0,0
Morocco,31.791702,-7.09262,2002,2,0,0,0,1,2,1,1,0,1
Morocco,31.791702,-7.09262,2003,2,1,0,1,1,2,1,1,0,1
Morocco,31.791702,-7.09262,2004,2,0,1,1,1,2,0,1,0,1
Morocco,31.791702,-7.09262,2005,1,0,0,1,1,2,0,0,0,1
Morocco,31.791702,-7.09262,2006,1,0,1,1,1,2,1,1,0,1
Morocco,31.791702,-7.09262,2007,1,0,1,1,2,1,0,0,0,0
Morocco,31.791702,-7.09262,2008,2,0,0,0,2,1,0,0,0,1
Morocco,31.791702,-7.09262,2009,2,0,1,0,2,1,0,0,0,1
Morocco,31.791702,-7.09262,2010,1,0,1,1,2,1,0,0,0,1
Morocco,31.791702,-7.09262,2011,1,0,1,0,2,1,1,0,0,1
Mozambique,-18.665695,35.529562,1981,0,1,1,0,2,1,1,0,0,0
Mozambique,-18.665695,35.529562,1982,0,0,0,0,1,0,0,0,1,0
Mozambique,-18.665695,35.529562,1983,1,0,0,0,0,0,0,0,1,0
Mozambique,-18.665695,35.529562,1984,0,0,1,0,1,0,1,0,1,0
Mozambique,-18.665695,35.529562,1985,0,0,0,0,2,2,0,0,1,0
Mozambique,-18.665695,35.529562,1986,0,0,0,0,1,1,0,0,1,0
Mozambique,-18.665695,35.529562,1987,0,0,0,0,1,1,1,0,2,1
Mozambique,-18.665695,35.529562,1988,1,0,0,0,1,0,0,0,2,0
Mozambique,-18.665695,35.529562,1989,1,0,0,0,2,1,1,0,1,1
Mozambique,-18.665695,35.529562,1990,1,1,0,1,2,1,1,0,1,2
Mozambique,-18.665695,35.529562,1991,1,0,0,1,2,1,1,0,2,2
Mozambique,-18.665695,35.529562,1992,1,0,0,1,2,2,1,0,2,1
Mozambique,-18.665695,35.529562,1993,2,1,1,2,2,2,1,0,2,2
Mozambique,-18.665695,35.529562,1994,1,1,0,1,1,1,1,2,2,1
Mozambique,-18.665695,35.529562,1995,1,2,0,2,2,1,1,1,2,1
Mozambique,-18.665695,35.529562,1996,1,1,0,2,1,0,2,2,2,2
Mozambique,-18.665695,35.529562,1997,1,1,0,1,2,1,1,2,2,2
Mozambique,-18.665695,35.529562,1998,1,1,0,1,1,1,2,2,2,1
Mozambique,-18.665695,35.529562,1999,1,1,0,2,1,1,1,2,2,2
Mozambique,-18.665695,35.529562,2000,0,1,0,1,2,0,1,2,2,1
Mozambique,-18.665695,35.529562,2001,1,1,1,1,2,1,2,2,2,1
Mozambique,-18.665695,35.529562,2002,1,1,0,1,2,0,2,2,2,1
Mozambique,-18.665695,35.529562,2003,1,2,0,1,2,0,1,2,2,1
Mozambique,-18.665695,35.529562,2004,1,1,0,1,1,0,1,1,1,1
Mozambique,-18.665695,35.529562,2005,1,1,1,1,2,1,1,1,1,1
Mozambique,-18.665695,35.529562,2006,1,1,1,1,2,1,1,1,1,1
Mozambique,-18.665695,35.529562,2007,1,1,0,1,0,2,1,1,2,0
Mozambique,-18.665695,35.529562,2008,1,1,1,1,0,2,0,0,2,1
Mozambique,-18.665695,35.529562,2009,1,1,1,1,0,2,1,1,2,1
Mozambique,-18.665695,35.529562,2010,1,2,0,1,0,2,1,0,2,1
Mozambique,-18.665695,35.529562,2011,1,2,0,1,0,2,1,0,2,1
Namibia,-22.95764,18.49041,1981,0,0,0,0,1,0,1,0,0,0
Namibia,-22.95764,18.49041,1982,0,0,0,0,1,1,1,0,0,0
Namibia,-22.95764,18.49041,1983,0,0,0,1,1,1,1,0,0,1
Namibia,-22.95764,18.49041,1984,1,1,0,1,1,1,1,0,0,0
Namibia,-22.95764,18.49041,1985,0,1,0,1,1,1,1,0,0,1
Namibia,-22.95764,18.49041,1986,1,1,0,1,0,0,1,0,2,2
Namibia,-22.95764,18.49041,1987,0,0,0,1,0,0,1,0,1,1
Namibia,-22.95764,18.49041,1988,1,1,0,1,1,1,1,0,1,2
Namibia,-22.95764,18.49041,1989,1,1,0,1,1,1,1,1,2,2
Namibia,-22.95764,18.49041,1990,2,2,1,1,2,2,1,2,2,1
Namibia,-22.95764,18.49041,1991,2,2,1,2,2,2,2,2,2,2
Namibia,-22.95764,18.49041,1992,1,2,1,2,2,2,2,2,2,1
Namibia,-22.95764,18.49041,1993,2,2,1,2,2,2,1,2,2,2
Namibia,-22.95764,18.49041,1994,2,2,1,2,2,2,2,2,2,1
Namibia,-22.95764,18.49041,1995,1,2,1,2,2,2,2,1,2,2
Namibia,-22.95764,18.49041,1996,2,2,1,2,2,2,1,1,2,2
Namibia,-22.95764,18.49041,1997,2,2,1,1,2,2,1,2,2,2
Namibia,-22.95764,18.49041,1998,2,1,1,1,1,2,2,2,2,2
Namibia,-22.95764,18.49041,1999,1,2,0,2,2,2,1,2,2,1
Namibia,-22.95764,18.49041,2000,1,2,1,1,2,1,2,2,2,2
Namibia,-22.95764,18.49041,2001,1,2,1,2,1,1,1,2,2,2
Namibia,-22.95764,18.49041,2002,1,2,0,2,2,1,1,2,2,1
Namibia,-22.95764,18.49041,2003,1,2,1,2,2,2,1,2,2,1
Namibia,-22.95764,18.49041,2004,1,2,1,2,2,2,1,1,2,1
Namibia,-22.95764,18.49041,2005,1,2,1,2,2,2,1,2,2,1
Namibia,-22.95764,18.49041,2006,1,2,0,2,2,2,1,2,2,1
Namibia,-22.95764,18.49041,2007,1,2,1,1,2,2,1,1,2,1
Namibia,-22.95764,18.49041,2008,2,1,1,1,2,2,1,0,2,1
Namibia,-22.95764,18.49041,2009,2,2,1,1,2,2,1,1,2,1
Namibia,-22.95764,18.49041,2010,2,1,1,1,2,2,1,1,2,1
Namibia,-22.95764,18.49041,2011,1,0,1,2,2,2,1,1,2,1
Nauru,-0.522778,166.931503,1981,,,,,-999,-999,,,,
Nauru,-0.522778,166.931503,1982,,,,,-999,-999,,,,
Nauru,-0.522778,166.931503,1983,,,,,-999,-999,,,,
Nauru,-0.522778,166.931503,1984,,,,,-999,-999,,,,
Nauru,-0.522778,166.931503,1985,,,,,-999,-999,,,,
Nauru,-0.522778,166.931503,1986,,,,,2,2,,,2,
Nauru,-0.522778,166.931503,1987,,,,,2,2,,,2,
Nauru,-0.522778,166.931503,1988,,,,,2,2,,,2,
Nauru,-0.522778,166.931503,1989,,,,,1,2,,,2,
Nauru,-0.522778,166.931503,1990,,,,,2,2,,,2,
Nauru,-0.522778,166.931503,1991,,,,,2,2,,,2,
Nauru,-0.522778,166.931503,1992,,,,,2,2,,,2,
Nauru,-0.522778,166.931503,1993,,,,,2,2,,,2,
Nauru,-0.522778,166.931503,1994,,,,,2,2,,,2,
Nauru,-0.522778,166.931503,1995,,,,,2,2,,,2,
Nauru,-0.522778,166.931503,1996,,,,,2,2,,,2,
Nauru,-0.522778,166.931503,1997,,,,,2,2,,,2,
Nauru,-0.522778,166.931503,1998,,,,,2,2,,,2,
Nauru,-0.522778,166.931503,1999,,,,,2,2,,,2,
Nauru,-0.522778,166.931503,2000,,,,,2,2,,,2,
Nauru,-0.522778,166.931503,2001,2,2,2,2,2,2,2,2,2,0
Nauru,-0.522778,166.931503,2002,,,,,2,2,,,1,
Nauru,-0.522778,166.931503,2003,2,2,2,2,2,2,2,2,1,0
Nauru,-0.522778,166.931503,2004,2,2,2,2,2,2,2,2,1,0
Nauru,-0.522778,166.931503,2005,2,2,2,2,2,2,2,2,1,0
Nauru,-0.522778,166.931503,2006,2,2,2,2,2,2,2,2,1,0
Nauru,-0.522778,166.931503,2007,2,2,2,2,2,2,2,2,2,1
Nauru,-0.522778,166.931503,2008,2,2,2,2,2,2,2,2,2,1
Nauru,-0.522778,166.931503,2009,2,2,2,2,2,2,2,2,2,0
Nauru,-0.522778,166.931503,2010,2,2,2,2,2,2,2,2,2,0
Nauru,-0.522778,166.931503,2011,2,2,2,2,2,2,2,2,2,0
Nepal,28.394857,84.124008,1981,2,0,1,0,0,2,1,1,0,0
